term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
log(high.age + 1),-0.07776465471914022,0.01484263299971931,-5.239276260526743,1.769652366867547e-7,0.01216400264100393,0.5097573394438439,0.4191742398603835,0.594822787942784,Birds,high,w.marginality
(Intercept),1.609523514516996,0.1743865285196547,9.229632175031172,0,0.01109385580759047,0.30879458248470404,0.19899416189693575,0.42145073582643183,Birds,low,w.specialization
log(low.age + 1),-0.10627395906878452,0.02121370664671545,-5.0096836370290365,5.897169423896287e-7,0.01109385580759047,0.30879458248470404,0.19899416189693575,0.42145073582643183,Birds,low,w.specialization
(Intercept),1.598934397415669,0.1759450009161199,9.087694387963577,0,0.01013246035462355,0.313528700846724,0.2039938613253634,0.4255500266800934,Birds,int,w.specialization
log(int.age + 1),-0.11427082441876418,0.02383368969081314,-4.794508357755897,1.742582840691398e-6,0.01013246035462355,0.313528700846724,0.2039938613253634,0.4255500266800934,Birds,int,w.specialization
(Intercept),1.589444383512589,0.17784504677736368,8.937242910691486,0,0.00898121902723692,0.3186552201523349,0.20924761352062213,0.43010534565771336,Birds,high,w.specialization
log(high.age + 1),-0.12398551793260952,0.02740622778743926,-4.523990637975876,6.399559919545439e-6,0.00898121902723692,0.3186552201523349,0.20924761352062213,0.43010534565771336,Birds,high,w.specialization
(Intercept),1.0494790113138626,0.09146976261632156,11.473507542771264,0,0.01383921842659296,0.4486858047461686,0.36004265736749175,0.5353505684509424,Birds,low,w.marginality
log(low.age + 1),-0.06597500247732477,0.01182207088603683,-5.580663752849636,2.6987257539801135e-8,0.01383921842659296,0.4486858047461686,0.36004265736749175,0.5353505684509424,Birds,low,w.marginality
(Intercept),1.0482976234793444,0.09150503258136387,11.456174528403404,0,0.0138733736080498,0.4494175526756216,0.3610914460792203,0.5358003892722095,Birds,int,w.marginality
log(int.age + 1),-0.0744770223863187,0.01332941458928238,-5.587418853803418,2.5973038830784393e-8,0.0138733736080498,0.4494175526756216,0.3610914460792203,0.5358003892722095,Birds,int,w.marginality
(Intercept),1.046560271192733,0.09187504947606892,11.391126069165658,0,0.01318648029942657,0.45125861063576794,0.3631611186414888,0.5373656761210848,Birds,high,w.marginality
log(high.age + 1),-0.08362426762107149,0.0153437597627796,-5.450050633869053,5.613060105602585e-8,0.01318648029942657,0.45125861063576794,0.3631611186414888,0.5373656761210848,Birds,high,w.marginality
(Intercept),1.0439856395631473,0.1023556570284277,10.19958905909027,0,0.01142336715138537,0.45662893377877795,0.3694195192222612,0.5415777726707901,Birds,low,w.marginality
log(low.age + 1),-0.05814001311967567,0.01144166359891989,-5.081430040048037,4.06984578926739e-7,0.01142336715138537,0.45662893377877795,0.3694195192222612,0.5415777726707901,Birds,low,w.marginality
(Intercept),1.0431843339778488,0.10250806062642004,10.176607845305217,0,0.01102178465286802,0.4570708049471002,0.3699663879394513,0.5419413479024817,Birds,int,w.marginality
log(int.age + 1),-0.06462849502849749,0.01294159069095826,-4.993860227216942,6.395661498181937e-7,0.01102178465286802,0.4570708049471002,0.3699663879394513,0.5419413479024817,Birds,int,w.marginality
(Intercept),1.0419140834830605,0.10288612388585622,10.12686691005076,0,0.01021842674994983,0.4582170469295044,0.3711570498816298,0.5430114933097714,Birds,high,w.marginality
log(high.age + 1),-0.07155555455428353,0.01486367329143585,-4.81412320839374,1.5815257983220476e-6,0.01021842674994983,0.4582170469295044,0.3711570498816298,0.5430114933097714,Birds,high,w.marginality
(Intercept),1.6202982962018992,0.13334463343633113,12.151207397300716,0,0.01214822220351214,0.24185599537058297,0.14934137756477442,0.3436565244553892,Birds,low,w.specialization
log(low.age + 1),-0.10871434900280372,0.02076302021549247,-5.2359602733366195,1.801316136251785e-7,0.01214822220351214,0.24185599537058297,0.14934137756477442,0.3436565244553892,Birds,low,w.specialization
(Intercept),1.6268937770402991,0.13342189474357172,12.193604206918844,0,0.01222264778410161,0.2408552569934791,0.1487165479042902,0.34245443475121584,Birds,int,w.specialization
log(int.age + 1),-0.12408667117061656,0.02362843590945931,-5.251582104126502,1.6567864191685547e-7,0.01222264778410161,0.2408552569934791,0.1487165479042902,0.34245443475121584,Birds,int,w.specialization
(Intercept),1.632561904620481,0.13391599893296618,12.190939974526016,0,0.01189193446118365,0.24059225602911863,0.1486181731803054,0.3421226419766931,Birds,high,w.specialization
log(high.age + 1),-0.14133192219144255,0.02727455228008395,-5.181823728583952,2.402716192673182e-7,0.01189193446118365,0.24059225602911863,0.1486181731803054,0.3421226419766931,Birds,high,w.specialization
(Intercept),1.0506367620873875,0.12271984461917604,8.56126216055538,0,0.01431415345241885,0.49654846088333193,0.4048566021228009,0.5828995209579532,Birds,low,w.marginality
log(low.age + 1),-0.06750516465384132,0.01189745861036471,-5.673914645522098,1.5844505707462986e-8,0.01431415345241885,0.49654846088333193,0.4048566021228009,0.5828995209579532,Birds,low,w.marginality
(Intercept),1.041230284863298,0.1230416185372131,8.462423505493671,0,0.01376307821360989,0.4993614215997338,0.40816790571480416,0.585152941861802,Birds,int,w.marginality
log(int.age + 1),-0.07459588791800696,0.01340308213739821,-5.565577167498236,2.9393168343716525e-8,0.01376307821360989,0.4993614215997338,0.40816790571480416,0.585152941861802,Birds,int,w.marginality
(Intercept),1.0371339122674006,0.12352766189762654,8.395964890252069,0,0.01299810469497915,0.5016642657109288,0.4108706052655201,0.5870310686459013,Birds,high,w.marginality
log(high.age + 1),-0.08384699531568383,0.01549335622004107,-5.411803235197388,6.934681895387484e-8,0.01299810469497915,0.5016642657109288,0.4108706052655201,0.5870310686459013,Birds,high,w.marginality
(Intercept),1.615174831278925,0.16406160431885475,9.844928909385906,0,0.01219182313875558,0.28868681407039964,0.17675204542660128,0.4036824385515506,Birds,low,w.specialization
log(low.age + 1),-0.11360839790698714,0.02165983885707119,-5.245117410921916,1.715181225936391e-7,0.01219182313875558,0.28868681407039964,0.17675204542660128,0.4036824385515506,Birds,low,w.specialization
(Intercept),1.605544612152785,0.1645463242855926,9.757401869191217,0,0.01192243292952202,0.29141310650889424,0.1802088973448236,0.405637028365944,Birds,int,w.specialization
log(int.age + 1),-0.1273926494671988,0.02455386020500483,-5.188294158375646,2.321728156395864e-7,0.01192243292952202,0.29141310650889424,0.1802088973448236,0.405637028365944,Birds,int,w.specialization
(Intercept),1.603765132561652,0.16544098299462776,9.69388058226014,0,0.01151191799083737,0.29380349411885287,0.18313899840852085,0.40743421409808567,Birds,high,w.specialization
log(high.age + 1),-0.14540516986686652,0.02850776143896265,-5.100546746828591,3.68392345073687e-7,0.01151191799083737,0.29380349411885287,0.18313899840852085,0.40743421409808567,Birds,high,w.specialization
(Intercept),1.0625005354647714,0.10622769036981032,10.002105211606215,0,0.01595850208103846,0.459934000646848,0.3728170002599602,0.5443786717057002,Birds,low,w.marginality
log(low.age + 1),-0.06923923994996568,0.01156644671372852,-5.98621527108959,2.5105673095993093e-9,0.01595850208103846,0.459934000646848,0.3728170002599602,0.5443786717057002,Birds,low,w.marginality
(Intercept),1.0583863285164898,0.1063973973220585,9.947483257629116,0,0.01551277540505772,0.461332390164761,0.37452533375846714,0.5454735429811813,Birds,int,w.marginality
log(int.age + 1),-0.07728143466304857,0.01309168741408146,-5.9030919558867865,4.1359005109598e-9,0.01551277540505772,0.461332390164761,0.37452533375846714,0.5454735429811813,Birds,int,w.marginality
(Intercept),1.055678575204182,0.10681698162407605,9.883059408282673,0,0.01452561352843473,0.4630906627715537,0.3764956007683948,0.5469903460929737,Birds,high,w.marginality
log(high.age + 1),-0.0863547086985028,0.01511025764456767,-5.7149726185872405,1.2500695811823448e-8,0.01452561352843473,0.4630906627715537,0.3764956007683948,0.5469903460929737,Birds,high,w.marginality
(Intercept),1.6259322187738725,0.1388637257726222,11.708833316457325,0,0.01348474855749003,0.2437350628697856,0.14754336665710985,0.34855585274132156,Birds,low,w.specialization
log(low.age + 1),-0.11575557674354658,0.02100790218501327,-5.510096901827965,4.016464583145307e-8,0.01348474855749003,0.2437350628697856,0.14754336665710985,0.34855585274132156,Birds,low,w.specialization
(Intercept),1.6239265919570802,0.1394434852723233,11.64576881297585,0,0.01314832340670581,0.24551529682400736,0.1497005540196287,0.3498444000214022,Birds,int,w.specialization
log(int.age + 1),-0.13024046847137644,0.02393103968533313,-5.44232386824373,5.858659801738497e-8,0.01314832340670581,0.24551529682400736,0.1497005540196287,0.3498444000214022,Birds,int,w.specialization
(Intercept),1.62245596917227,0.14057607288173382,11.54148025274,0,0.0123158734919225,0.2480567061309947,0.1523762248078995,0.3520700993250032,Birds,high,w.specialization
log(high.age + 1),-0.14631140239997426,0.0277573436814662,-5.271088043546023,1.49201528909515e-7,0.0123158734919225,0.2480567061309947,0.1523762248078995,0.3520700993250032,Birds,high,w.specialization
(Intercept),1.0532957967267786,0.12003482980410958,8.77491806707854,0,0.01381809937604064,0.5091606073325112,0.41748842619511617,0.59463621977749,Birds,low,w.marginality
log(low.age + 1),-0.06493067867651114,0.01164366111373332,-5.576483035900751,2.7634110999485983e-8,0.01381809937604064,0.5091606073325112,0.41748842619511617,0.59463621977749,Birds,low,w.marginality
(Intercept),1.0451685327317872,0.12014743437302966,8.69904994797295,0,0.01328937730977724,0.5107291553573661,0.419475071599109,0.595859258728164,Birds,int,w.marginality
log(int.age + 1),-0.07117989438263957,0.01301078967087654,-5.470835835734797,5.000912350894282e-8,0.01328937730977724,0.5107291553573661,0.419475071599109,0.595859258728164,Birds,int,w.marginality
(Intercept),1.0396035359771765,0.12055177494314231,8.623709907776144,0,0.01235635356427047,0.5127372126767139,0.42177263652509256,0.5975396946718105,Birds,high,w.marginality
log(high.age + 1),-0.07862225864146315,0.01489188646729509,-5.279536532468863,1.425677447208784e-7,0.01235635356427047,0.5127372126767139,0.42177263652509256,0.5975396946718105,Birds,high,w.marginality
(Intercept),1.6154216993697623,0.15345366357942314,10.527097637741749,0,0.01184338540957646,0.2752306006378311,0.166440430496361,0.38927456781052167,Birds,low,w.specialization
log(low.age + 1),-0.10874635719583252,0.02102797860471704,-5.171507886708536,2.537513752454146e-7,0.01184338540957646,0.2752306006378311,0.166440430496361,0.38927456781052167,Birds,low,w.specialization
(Intercept),1.6033755359732116,0.15409734472101086,10.404952394709204,0,0.01100665904137136,0.2779475204771595,0.1693242839087736,0.39158396640195053,Birds,int,w.specialization
log(int.age + 1),-0.1182368342855832,0.02369222437075124,-4.990533283635035,6.505524685618269e-7,0.01100665904137136,0.2779475204771595,0.1693242839087736,0.39158396640195053,Birds,int,w.specialization
(Intercept),1.5934429363827705,0.15535468909322742,10.25680618772025,0,0.00982035532735808,0.2814634984141161,0.17270905950655752,0.3948129585724938,Birds,high,w.specialization
log(high.age + 1),-0.12894038364925334,0.02730260636740499,-4.722640099415117,2.478434818931063e-6,0.00982035532735808,0.2814634984141161,0.17270905950655752,0.3948129585724938,Birds,high,w.specialization
(Intercept),1.045569665284274,0.10333823600443288,10.11793606811154,0,0.01333715445688027,0.4627241666106,0.3738268267716386,0.5487719971073679,Birds,low,w.marginality
log(low.age + 1),-0.06459729301723213,0.01178683457831386,-5.480461491848046,4.7398581504154436e-8,0.01333715445688027,0.4627241666106,0.3738268267716386,0.5487719971073679,Birds,low,w.marginality
(Intercept),1.039046535538189,0.1036977551129958,10.019952065557993,0,0.01261741385178395,0.4655330441682579,0.3770050893451729,0.5511375555837641,Birds,int,w.marginality
log(int.age + 1),-0.07088734821146514,0.01329042230871235,-5.333716759699645,1.0633230518308778e-7,0.01261741385178395,0.4655330441682579,0.3770050893451729,0.5511375555837641,Birds,int,w.marginality
(Intercept),1.034077768048648,0.10415264077080222,9.928483429663917,0,0.01165550313496754,0.4680095444189607,0.37973560841304455,0.5532862026779344,Birds,high,w.marginality
log(high.age + 1),-0.07858546477514267,0.01531462361263229,-5.131400337538908,3.1344887929662946e-7,0.01165550313496754,0.4680095444189607,0.37973560841304455,0.5532862026779344,Birds,high,w.marginality
(Intercept),1.0634931126296248,0.12894733497197433,8.247499747557919,4.440892098500626e-16,0.01394479985970815,0.5099056061789344,0.41670268308878416,0.5971220083158062,Birds,low,w.marginality
log(low.age + 1),-0.06411818289939257,0.01144656760408717,-5.601520483441533,2.397368925599608e-8,0.01394479985970815,0.5099056061789344,0.41670268308878416,0.5971220083158062,Birds,low,w.marginality
(Intercept),1.0571937680365238,0.12925533598598407,8.179111214032677,4.440892098500626e-16,0.01361473817529728,0.5121461408019932,0.4193833719689407,0.5988666078337564,Birds,int,w.marginality
log(int.age + 1),-0.07082592320890538,0.01279353034518062,-5.536073413511368,3.4714457530782283e-8,0.01361473817529728,0.5121461408019932,0.4193833719689407,0.5988666078337564,Birds,int,w.marginality
(Intercept),1.05359378457901,0.12980001061965016,8.117054687047219,8.881784197001252e-16,0.01287795792290898,0.5145522227418541,0.4222613841237964,0.6008141411214412,Birds,high,w.marginality
log(high.age + 1),-0.07866653408574012,0.01460228740019873,-5.387274741946901,7.936059276403284e-8,0.01287795792290898,0.5145522227418541,0.4222613841237964,0.6008141411214412,Birds,high,w.marginality
(Intercept),1.6187835026274398,0.1663370367879246,9.731948662109128,0,0.01159123774978567,0.28208820032079135,0.17131948649784243,0.39860418360805133,Birds,low,w.specialization
log(low.age + 1),-0.1066290683885482,0.02083570426907536,-5.11761287314912,3.369452712398413e-7,0.01159123774978567,0.28208820032079135,0.17131948649784243,0.39860418360805133,Birds,low,w.specialization
(Intercept),1.6093046453081468,0.1673661348188391,9.615473566681183,0,0.01094904378481333,0.2856813565833464,0.17519957625254656,0.40164784668466685,Birds,int,w.specialization
log(int.age + 1),-0.11675993073388596,0.02345593757207157,-4.977841127651587,6.941604651089506e-7,0.01094904378481333,0.2856813565833464,0.17519957625254656,0.40164784668466685,Birds,int,w.specialization
(Intercept),1.6045603098765278,0.16870109994832502,9.51126169519951,0,0.0101799303702669,0.2891305748665511,0.17883093874031403,0.4046496095257999,Birds,high,w.specialization
log(high.age + 1),-0.12934952245489567,0.02691782055892524,-4.805349012998259,1.6517167296115076e-6,0.0101799303702669,0.2891305748665511,0.17883093874031403,0.4046496095257999,Birds,high,w.specialization
(Intercept),1.0629880288900715,0.10912796445129548,9.740748251237568,0,0.01630949159439627,0.4797526432211978,0.3869604884335433,0.5679613581316033,Birds,low,w.marginality
log(low.age + 1),-0.07000241711774345,0.01156888896937587,-6.050919608879262,1.6946815062368612e-9,0.01630949159439627,0.4797526432211978,0.3869604884335433,0.5679613581316033,Birds,low,w.marginality
(Intercept),1.0562191844704647,0.10949343028100662,9.6464160613085,0,0.01560708365135692,0.48251750246167846,0.3901882863257526,0.570222559347318,Birds,int,w.marginality
log(int.age + 1),-0.07653012213865765,0.01292570323288879,-5.920770480319451,3.721300601000621e-9,0.01560708365135692,0.48251750246167846,0.3901882863257526,0.570222559347318,Birds,int,w.marginality
(Intercept),1.0521712897616633,0.11007343752615664,9.558811947811089,0,0.01461425752029666,0.4854947804644298,0.3935703809068837,0.5727280081750845,Birds,high,w.marginality
