term,Estimate,Std..Error,t.value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
log(high.age + 1),-0.08140958395126047,0.03317110353966266,-2.454232005091995,0.014239286179573707,0.0035625332546449086,0.37914624977163097,0.2643816411907066,0.49728950512466075,Amphibians,high,neo_specialization
(Intercept),1.2968786120155633,0.1869620743215093,6.936586560252783,6.111999795166412e-12,0.0030053680628180112,0.7657351270318931,0.6925456039064926,0.8227277013050036,Amphibians,low,neo_marginality
log(low.age + 1),-0.020677027988702135,0.009036880623267567,-2.288071387760095,0.02228142669451305,0.0030053680628180112,0.7657351270318931,0.6925456039064926,0.8227277013050036,Amphibians,low,neo_marginality
(Intercept),1.2945085347787895,0.18707170542692045,6.919852106039035,6.852518552591391e-12,0.0027469038740724873,0.7660367731939384,0.6929583737155263,0.8229436815054851,Amphibians,int,neo_marginality
log(int.age + 1),-0.021643510532494005,0.009807580043117792,-2.2068145696839623,0.027488356330162445,0.0027469038740724873,0.7660367731939384,0.6929583737155263,0.8229436815054851,Amphibians,int,neo_marginality
(Intercept),1.2927285834006814,0.1873252002302603,6.900985995539619,7.793099499053824e-12,0.0023642640781457234,0.7664361008568134,0.6935054989567823,0.8232300152941716,Amphibians,high,neo_marginality
log(high.age + 1),-0.022778536654241704,0.010947091843586488,-2.0807842831415395,0.03763457127610903,0.0023642640781457234,0.7664361008568134,0.6935054989567823,0.8232300152941716,Amphibians,high,neo_marginality
(Intercept),2.604163572165262,0.2811159057214728,9.263664983600908,0,0.002053340813981598,0.35344573719928,0.24064685762506807,0.4727797321743212,Amphibians,low,neo_specialization
log(low.age + 1),-0.05230173354043025,0.026515033263064623,-1.9725313191775793,0.04874493990774509,0.002053340813981598,0.35344573719928,0.24064685762506807,0.4727797321743212,Amphibians,low,neo_specialization
(Intercept),2.6027618566250355,0.2816704897087966,9.24044921892913,0,0.0019033632880787784,0.35401831430232966,0.24116170839000833,0.4733216436977247,Amphibians,int,neo_specialization
log(int.age + 1),-0.05548594443322232,0.028926700440524845,-1.9181567060268414,0.0552937798484443,0.0019033632880787784,0.35401831430232966,0.24116170839000833,0.4733216436977247,Amphibians,int,neo_specialization
(Intercept),2.603635126889327,0.28260789649592927,9.212888808741516,0,0.001735279915536742,0.35459366045162494,0.2416864430886552,0.4738606687137001,Amphibians,high,neo_specialization
log(high.age + 1),-0.06019428920295386,0.03244371147070046,-1.855345349662434,0.06375639254159804,0.001735279915536742,0.35459366045162494,0.2416864430886552,0.4738606687137001,Amphibians,high,neo_specialization
(Intercept),1.2660027354285595,0.1726175099225349,7.33415014500383,3.7569947153315297e-13,2.3297131557287995e-4,0.7517787632062445,0.6769258474975751,0.8107432060028698,Amphibians,low,neo_marginality
log(low.age + 1),-0.010209565615175975,0.008861478716422774,-1.15212888750213,0.24946425174333875,2.3297131557287995e-4,0.7517787632062445,0.6769258474975751,0.8107432060028698,Amphibians,low,neo_marginality
(Intercept),1.2617589786290628,0.17266388269894697,7.307602255354344,4.547473508864641e-13,-1.8313434788120982e-5,0.7519756042182002,0.6771642058256617,0.8109016018936657,Amphibians,int,neo_marginality
log(int.age + 1),-0.009562008633482567,0.009687449360469216,-0.9870512121076447,0.3237876013547165,-1.8313434788120982e-5,0.7519756042182002,0.6771642058256617,0.8109016018936657,Amphibians,int,neo_marginality
(Intercept),1.2581967365221989,0.17276910849044316,7.282533014817269,5.440092820663267e-13,-2.2761205088480643e-4,0.7520979006779217,0.6773088014190694,0.8110029770127334,Amphibians,high,neo_marginality
log(high.age + 1),-0.008999283914535446,0.010911005909752837,-0.8247895738459281,0.4096311707990241,-2.2761205088480643e-4,0.7520979006779217,0.6773088014190694,0.8110029770127334,Amphibians,high,neo_marginality
(Intercept),2.6561031735604805,0.24628176784570285,10.784814470003912,0,0.0034261048832545326,0.30245366080057345,0.19842695346514208,0.4198456121835542,Amphibians,low,neo_specialization
log(low.age + 1),-0.06282064226118267,0.02601714689182353,-2.414586138994567,0.015880267418645566,0.0034261048832545326,0.30245366080057345,0.19842695346514208,0.4198456121835542,Amphibians,low,neo_specialization
(Intercept),2.6497900084343615,0.24716429066299983,10.720763915072428,0,0.0029925821444092364,0.30370803845120214,0.19948579414539205,0.42115012269417224,Amphibians,int,neo_specialization
log(int.age + 1),-0.06548062841883505,0.02866778704885297,-2.284118697660516,0.02251327039808526,0.0029925821444092364,0.30370803845120214,0.19948579414539205,0.42115012269417224,Amphibians,int,neo_specialization
(Intercept),2.645457694107616,0.24841490441983108,10.649351737916206,0,0.00255290947737074,0.30496337253992006,0.20055409136945918,0.4224459598421318,Amphibians,high,neo_specialization
log(high.age + 1),-0.06973628921738231,0.032528794420855794,-2.1438325784576566,0.03221763656347987,0.00255290947737074,0.30496337253992006,0.20055409136945918,0.4224459598421318,Amphibians,high,neo_specialization
(Intercept),1.2632787102146767,0.1793571685476388,7.043368940556948,2.929212428171013e-12,-7.508577179710262e-5,0.7353521629498738,0.6601626446567604,0.7952509438433247,Amphibians,low,neo_marginality
log(low.age + 1),-0.008403133072919105,0.008884808175881411,-0.9457866626462622,0.34442014738177473,-7.508577179710262e-5,0.7353521629498738,0.6601626446567604,0.7952509438433247,Amphibians,low,neo_marginality
(Intercept),1.260096715534193,0.17936533392320425,7.025308001119696,3.319566843629218e-12,-2.3360565380656887e-4,0.7354371842052009,0.660256227872531,0.7953247331056797,Amphibians,int,neo_marginality
log(int.age + 1),-0.007931904880583566,0.009676936132084783,-0.8196710996453306,0.41254275085984116,-2.3360565380656887e-4,0.7354371842052009,0.660256227872531,0.7953247331056797,Amphibians,int,neo_marginality
(Intercept),1.2563213266602073,0.17945406563043118,7.000796121540558,3.9321879086173794e-12,-4.143765940905657e-4,0.7355056414250953,0.6603249237001152,0.795388371139357,Amphibians,high,neo_marginality
log(high.age + 1),-0.0070174716039361155,0.010853521910499242,-0.6465617024412793,0.5180213278954946,-4.143765940905657e-4,0.7355056414250953,0.6603249237001152,0.795388371139357,Amphibians,high,neo_marginality
(Intercept),2.5964429877596,0.299669859893106,8.664344784910188,0,0.001905311761836156,0.38415802264976945,0.2675680507253398,0.5041405237568879,Amphibians,low,neo_specialization
log(low.age + 1),-0.05026463746747662,0.0261948758751449,-1.9188729012138743,0.05520297316557743,0.001905311761836156,0.38415802264976945,0.2675680507253398,0.5041405237568879,Amphibians,low,neo_specialization
(Intercept),2.585227995646681,0.3003338894868386,8.60784642074158,0,0.001410300640412486,0.38502360072634595,0.26826157612291235,0.5050654817268491,Amphibians,int,neo_specialization
log(int.age + 1),-0.049550328425560994,0.028683188122471774,-1.7275042165463088,0.08429706258450254,0.001410300640412486,0.38502360072634595,0.26826157612291235,0.5050654817268491,Amphibians,int,neo_specialization
(Intercept),2.577936515343666,0.3012594643662929,8.557196769789199,0,0.0010284456227588345,0.3857826076354282,0.26888862164188776,0.50585941099128,Amphibians,high,neo_specialization
log(high.age + 1),-0.050558986215428044,0.032324354178424886,-1.5641143497052137,0.11801606986951096,0.0010284456227588345,0.3857826076354282,0.26888862164188776,0.50585941099128,Amphibians,high,neo_specialization
(Intercept),1.2570147247612091,0.1626127021338062,7.730113996426135,2.042810365310288e-14,-1.224535903390061e-5,0.7134820211472396,0.6317806813795462,0.7789989529977315,Amphibians,low,neo_marginality
log(low.age + 1),-0.009218718920789949,0.009299058889192947,-0.9913604194402547,0.3216804382736904,-1.224535903390061e-5,0.7134820211472396,0.6317806813795462,0.7789989529977315,Amphibians,low,neo_marginality
(Intercept),1.2554141839066608,0.1627524023828174,7.7136445639293445,2.3092638912203256e-14,-1.2930571388932222e-4,0.7137467995178116,0.6321151712015793,0.7792006623560713,Amphibians,int,neo_marginality
log(int.age + 1),-0.009159030953506519,0.010124655600235358,-0.9046264204081774,0.365818531321799,-1.2930571388932222e-4,0.7137467995178116,0.6321151712015793,0.7792006623560713,Amphibians,int,neo_marginality
(Intercept),1.2542367887347226,0.16295866775376103,7.696655882275248,2.6201263381153694e-14,-2.3171556314062746e-4,0.7139948671306919,0.6324293263207889,0.7793895359860367,Amphibians,high,neo_marginality
log(high.age + 1),-0.009312254906642512,0.011338589493066166,-0.8212886543195863,0.41162130064477487,-2.3171556314062746e-4,0.7139948671306919,0.6324293263207889,0.7793895359860367,Amphibians,high,neo_marginality
(Intercept),2.628724668219371,0.2860904345512055,9.188439565772594,0,0.002067039551982821,0.390662507017227,0.2705031599994063,0.5130194697561183,Amphibians,low,neo_specialization
log(low.age + 1),-0.05374902601192277,0.027181334515334,-1.9774241026172188,0.04818903428353227,0.002067039551982821,0.390662507017227,0.2705031599994063,0.5130194697561183,Amphibians,low,neo_specialization
(Intercept),2.623832211889029,0.2870800768200674,9.139722411087284,0,0.0016950347071864374,0.3917175745799432,0.2714449626717356,0.5140512226022581,Amphibians,int,neo_specialization
log(int.age + 1),-0.05466927292169765,0.02971170449222928,-1.8399911366914579,0.06598051573100583,0.0016950347071864374,0.3917175745799432,0.2714449626717356,0.5140512226022581,Amphibians,int,neo_specialization
(Intercept),2.621655454470434,0.2883282347343552,9.092607447501067,0,0.0013896422777301522,0.3927007589069883,0.27235756349602463,0.5149868721948468,Amphibians,high,neo_specialization
log(high.age + 1),-0.057431494087357406,0.033408678178145315,-1.7190591552624461,0.08582402441363435,0.0013896422777301522,0.3927007589069883,0.27235756349602463,0.5149868721948468,Amphibians,high,neo_specialization
(Intercept),1.2490049305106645,0.17928471129687507,6.966600339068815,4.9755755071601016e-12,-6.932637215437801e-4,0.7382107757995497,0.6620463206414361,0.7989256556648546,Amphibians,low,neo_marginality
log(low.age + 1),-0.0014665264494871143,0.008985221041198102,-0.1632154003516385,0.8703723302538209,-6.932637215437801e-4,0.7382107757995497,0.6620463206414361,0.7989256556648546,Amphibians,low,neo_marginality
(Intercept),1.2475944087352941,0.17928056058797395,6.9588939517125885,5.24602583595879e-12,-7.046576347979046e-4,0.7383129542622661,0.6621770644639978,0.7990030743673608,Amphibians,int,neo_marginality
log(int.age + 1),-0.0010072431465154184,0.009758763939810263,-0.10321421367786482,0.9178076994423243,-7.046576347979046e-4,0.7383129542622661,0.6621770644639978,0.7990030743673608,Amphibians,int,neo_marginality
(Intercept),1.2462605037996588,0.179345802098419,6.948924865917701,5.616840326183592e-12,-7.108824925972004e-4,0.7384085744955515,0.6623011886102177,0.7990739009894939,Amphibians,high,neo_marginality
log(high.age + 1),-4.777828482203563e-4,0.010904943010909956,-0.04381342000066886,0.9650593598778401,-7.108824925972004e-4,0.7384085744955515,0.6623011886102177,0.7990739009894939,Amphibians,high,neo_marginality
(Intercept),2.594607524447364,0.2796974726266388,9.276478260891693,0,0.0010331273717648223,0.34967931517374184,0.2343039498685098,0.4730089707224266,Amphibians,low,neo_specialization
log(low.age + 1),-0.041447498091005716,0.026463394460371607,-1.5662200158438668,0.11752246291993762,0.0010331273717648223,0.34967931517374184,0.2343039498685098,0.4730089707224266,Amphibians,low,neo_specialization
(Intercept),2.5863796074028493,0.2802086791336853,9.230190925559834,0,7.33831544917886e-4,0.35040770398165777,0.23489638907748492,0.47377698521216743,Amphibians,int,neo_specialization
log(int.age + 1),-0.04121742706557532,0.028916213154529535,-1.4254088820450848,0.15426131268506316,7.33831544917886e-4,0.35040770398165777,0.23489638907748492,0.47377698521216743,Amphibians,int,neo_specialization
(Intercept),2.580642218711802,0.2809958909461964,9.18391443384462,0,4.903427009565927e-4,0.35111516860197267,0.235486790761281,0.47451418809840895,Amphibians,high,neo_specialization
log(high.age + 1),-0.042229245129944595,0.032491057838848585,-1.2997189977438146,0.19391064796181645,4.903427009565927e-4,0.35111516860197267,0.235486790761281,0.47451418809840895,Amphibians,high,neo_specialization
(Intercept),1.271067252385171,0.1751781423641299,7.255855298106182,6.579181643928678e-13,3.9015183202279136e-4,0.7379583598130148,0.6648810622925799,0.7964363923876607,Amphibians,low,neo_marginality
log(low.age + 1),-0.011516952109373568,0.009255484687874072,-1.2443380868494465,0.21358284464893362,3.9015183202279136e-4,0.7379583598130148,0.6648810622925799,0.7964363923876607,Amphibians,low,neo_marginality
(Intercept),1.2686291625390866,0.17529918923783366,7.236936850962268,7.527312106958561e-13,2.0711089320234449e-4,0.7382560759836215,0.6652778627546433,0.7966554420173594,Amphibians,int,neo_marginality
log(int.age + 1),-0.011488483394935049,0.010110927292561958,-1.1362442892242417,0.2560482443390275,2.0711089320234449e-4,0.7382560759836215,0.6652778627546433,0.7966554420173594,Amphibians,int,neo_marginality
(Intercept),1.2657843979912022,0.17551358203469097,7.211888580457636,8.990586053414518e-13,-1.4714440294648353e-5,0.7386230169383576,0.6657715383183052,0.7969231469521717,Amphibians,high,neo_marginality
log(high.age + 1),-0.011283114863336491,0.011401585613121852,-0.9896092742005098,0.3225356489003428,-1.4714440294648353e-5,0.7386230169383576,0.6657715383183052,0.7969231469521717,Amphibians,high,neo_marginality
(Intercept),2.4832279379245716,0.3199689578167391,7.76084016045966,1.5987211554602254e-14,-7.049277542442549e-4,0.43928616565092216,0.3112814954406789,0.5628086452403629,Amphibians,low,neo_specialization
log(low.age + 1),-0.0027595789709585206,0.02722507095391939,-0.10136168150413011,0.9192778264108252,-7.049277542442549e-4,0.43928616565092216,0.3112814954406789,0.5628086452403629,Amphibians,low,neo_specialization
(Intercept),2.4746859714839213,0.3204540334304578,7.722436647129787,2.1538326677728037e-14,-7.116217337703836e-4,0.4398656272887994,0.3118553428415529,0.5633109305617312,Amphibians,int,neo_specialization
log(int.age + 1),8.867467349585323e-4,0.029850569543855295,0.029706191490107368,0.9763055959532592,-7.116217337703836e-4,0.4398656272887994,0.3118553428415529,0.5633109305617312,Amphibians,int,neo_specialization
(Intercept),2.4666687199677058,0.32112876293917825,7.6812450475975975,2.930988785010413e-14,-6.969197509867534e-4,0.4402921875515699,0.3122870864415591,0.563671623795744,Amphibians,high,neo_specialization
log(high.age + 1),0.0049535263622645445,0.033775167624050285,0.1466617846993981,0.8834200390904219,-6.969197509867534e-4,0.4402921875515699,0.3122870864415591,0.563671623795744,Amphibians,high,neo_specialization
(Intercept),1.2744803504403834,0.1933239983625136,6.5924580560894865,6.106093408675406e-11,3.360252404249317e-4,0.7670165824499524,0.6976593526578032,0.8216791515773094,Amphibians,low,neo_marginality
log(low.age + 1),-0.011970646295111362,0.009865594339347177,-1.2133730501535582,0.22519131458215425,3.360252404249317e-4,0.7670165824499524,0.6976593526578032,0.8216791515773094,Amphibians,low,neo_marginality
(Intercept),1.271358998098216,0.19338951451852449,6.574084439187288,6.884093295411731e-11,1.4909743841878966e-4,0.767187138345712,0.6978669193794192,0.8218151788876565,Amphibians,int,neo_marginality
log(int.age + 1),-0.011808699354409825,0.010737341611633451,-1.099778677211462,0.2716170994384193,1.4909743841878966e-4,0.767187138345712,0.6978669193794192,0.8218151788876565,Amphibians,int,neo_marginality
(Intercept),1.267127795669355,0.19360038608934346,6.545068536612297,8.314460231417797e-11,-1.147697613819468e-4,0.7674545359796654,0.6981945528241664,0.8220270591638675,Amphibians,high,neo_marginality
log(high.age + 1),-0.011073718439889437,0.012091294853248197,-0.9158422298265766,0.35990692270893465,-1.147697613819468e-4,0.7674545359796654,0.6981945528241664,0.8220270591638675,Amphibians,high,neo_marginality
(Intercept),2.668590010433199,0.3056244003654032,8.73159998757509,0,0.003528372968208559,0.38712714831080136,0.2672799503554284,0.5095648643756711,Amphibians,low,neo_specialization
